1.2,1.3,1.4,1.5,1.6,1.7,1.8,1.9,2,2.1,2.2,2.3,2.4
1,0.9475402368,0.893427094,0.8413652719,0.7832438191,0.7358368848,0.6841286641,0.6477778482,0.6158007479,0.5853837538,0.5628572867,0.5284152828,0.5229514347
1,0.92,0.8584112037,0.8040955321,0.7525376313,0.7091332288,0.6692759201,0.633666,0.6024563411,0.5737688595,0.5477127036,0.5240046171,0.5026420208
1,0.951226513,0.9247002896,0.8987185868,0.7975152786,0.789239973,0.6982488614,0.6616936537,0.6177039923,0.5939863864,0.5801262378,0.5533861459,0.5368997218
